load_id,pickup,delivery,pickup_lat,pickup_lon,delivery_lat,delivery_lon,distance,weight,date,market_index,quote_signal,posted_rate,month,day_of_week,is_weekend,quarter,weight_per_mile,market_distance_interaction,equipment_Dry Van,equipment_Flatbed,equipment_Reefer,lane_target_encoded
TR-006940,Buffalo,Fresno,41.67681,-78.56704,33.07921,-119.79528,2667.7,29301.0,2025-02-13,1.10768,1.66766,4550.03,2,3,0,1,10.983618847696519,2954.957936,1,0,0,5096.068
TR-039883,Albuquerque,Shreveport,35.39918,-109.59792,32.54628,-92.31888,1185.0,24424.0,2025-09-09,0.87673,2.11099,2529.83,9,1,0,3,20.610970464135022,1038.92505,0,1,0,2574.4275
TR-018993,Hartford,Philadelphia,39.55328,-72.18051,39.22317,-72.9671,70.0,33998.0,2025-04-30,1.39721,0.89848,230.0,4,2,0,2,485.6857142857143,97.80470000000001,0,0,1,231.7453846153846
TR-024151,Columbia,Charleston,34.6357,-83.28506,34.15334,-79.74475,247.7,40668.0,2025-06-01,1.19301,2.58006,637.63,6,6,1,2,164.18247880500607,295.50857699999995,1,0,0,660.706875
TR-032311,Hartford,Columbia,39.55328,-72.18051,34.6357,-83.28506,810.8,41468.0,2025-07-23,1.30496,1.81561,1880.81,7,2,0,3,51.144548593981256,1058.0615679999999,0,1,0,1733.2253846153847
TR-009821,Mobile,Dayton,31.80442,-88.25195,39.87206,-85.62931,687.1,24303.0,2025-03-04,1.02134,2.04769,1404.0,3,1,0,1,35.3703973220783,701.762714,1,0,0,1517.2806249999999
TR-029761,Baton Rouge,Phoenix,30.50134,-92.65374,28.75668,-115.87725,1631.2,20851.0,2025-07-07,1.162,2.11059,3208.66,7,0,0,3,12.78261402648357,1895.4543999999999,1,0,0,3311.0581818181818
TR-006913,Tucson,Syracuse,30.92733,-113.23037,42.80915,-76.89973,2463.7,18623.0,2025-02-13,1.12055,1.84173,4581.26,2,3,0,1,7.55895604172586,2760.6990349999996,0,0,1,4686.579285714286
TR-015132,Toledo,Providence,41.97663,-84.45902,37.37287,-69.5,1012.0,17565.0,2025-04-06,1.0613,2.1791,2008.53,4,6,1,2,17.356719367588934,1074.0356,0,1,0,2115.598
TR-003064,Jacksonville,Cincinnati,31.98691,-84.48897,37.15706,-86.77499,464.6,30580.0,2025-01-20,0.8336,2.34681,1082.7,1,0,0,1,65.82006026689625,387.29056,0,1,0,1066.3671428571429
TR-032009,St. Louis,Syracuse,38.38204,-89.88819,42.80915,-76.89973,886.1,35530.0,2025-07-21,1.10429,2.06383,1847.13,7,0,0,3,40.09705450852048,978.5113690000001,1,0,0,1779.836
TR-010304,Indianapolis,Mobile,38.52567,-88.85948,31.80442,-88.25195,552.3,19443.0,2025-03-07,1.12433,2.09753,1158.98,3,4,0,1,35.20369364475829,620.967459,1,0,0,1262.8586666666667
TR-035145,Salt Lake City,Milwaukee,35.03488,-113.18895,39.6218,-88.48008,1595.8,32299.0,2025-08-10,0.84143,2.06177,3217.55,8,6,1,3,20.240005013159543,1342.753994,0,1,0,3321.4777777777776
TR-027118,Greensboro,Charleston,35.98195,-82.78379,34.15334,-79.74475,265.0,37822.0,2025-06-20,1.35011,2.68637,696.85,6,4,0,2,142.7245283018868,357.77914999999996,1,0,0,653.8958823529412
TR-044801,Mobile,Nashville,31.80442,-88.25195,35.29479,-88.08915,310.9,26813.0,2025-10-11,0.9349,1.72997,745.09,10,5,1,4,86.2431650048247,290.66040999999996,1,0,0,782.5338095238095
TR-037639,Tampa,Phoenix,28.35765,-86.94782,28.75668,-115.87725,2023.5,29782.0,2025-08-26,0.92133,1.87916,3756.09,8,1,0,3,14.718062762540153,1864.311255,1,0,0,4101.274545454546
TR-045489,Boston,Memphis,39.27463,-69.5,35.56802,-89.52871,1353.0,32694.0,2025-10-15,1.01733,2.1143,2724.75,10,2,0,4,24.164079822616408,1376.44749,1,0,0,2757.4814285714283
TR-015561,New York,Albuquerque,40.00674,-73.7984,35.39918,-109.59792,2302.3,30739.0,2025-04-08,1.10682,2.22918,4511.83,4,1,0,2,13.351431177518133,2548.231686,0,1,0,4465.512727272727
TR-043704,Austin,Lubbock,29.39553,-99.6978,29.87534,-99.85456,70.0,31909.0,2025-10-04,0.91077,0.7816,236.92,10,5,1,4,455.84285714285716,63.753899999999994,0,1,0,229.4975
TR-046013,Los Angeles,Tucson,28.56624,-116.70249,30.92733,-113.23037,318.5,16522.0,2025-10-19,0.86623,1.55337,808.29,10,6,1,4,51.87441130298273,275.89425500000004,0,0,1,778.79625
TR-034777,Nashville,Corpus Christi,35.29479,-88.08915,28.61374,-95.89569,786.2,43710.0,2025-08-07,1.10652,1.8132,1899.73,8,3,0,3,55.59654032052912,869.946024,0,1,0,1782.9578571428572
TR-031024,Baton Rouge,Columbia,30.50134,-92.65374,34.6357,-83.28506,714.6,35086.0,2025-07-14,1.14421,1.65456,1782.79,7,0,0,3,49.09879652952701,817.652466,0,0,1,1626.6434615384617
TR-014372,Greensboro,Corpus Christi,35.98195,-82.78379,28.61374,-95.89569,1115.9,35101.0,2025-04-01,1.1726,2.02593,2430.75,4,1,0,2,31.45532753830988,1308.5043400000002,0,1,0,2253.7275
TR-004664,Grand Rapids,Shreveport,43.438,-86.29173,32.54628,-92.31888,972.3,38779.0,2025-01-30,1.06857,2.17691,2121.75,1,3,0,1,39.88378072611334,1038.970611,0,1,0,2030.0305882352939
TR-001057,New York,Richmond,40.00674,-73.7984,38.09122,-76.78906,258.4,28648.0,2025-01-07,0.91187,2.19688,569.96,1,1,0,1,110.86687306501548,235.62720799999997,1,0,0,643.0441176470588
TR-004271,Baton Rouge,Philadelphia,30.50134,-92.65374,39.22317,-72.9671,1460.4,33332.0,2025-01-27,0.84944,2.13077,3076.03,1,0,0,1,22.82388386743358,1240.522176,0,0,1,3620.271333333333
TR-020879,Oklahoma City,Corpus Christi,31.88294,-98.58097,28.61374,-95.89569,345.1,26400.0,2025-05-12,1.17648,1.69252,845.96,5,0,0,2,76.49956534337872,406.00324800000004,1,0,0,897.1264285714286
TR-035204,Phoenix,Madison,28.75668,-115.87725,41.70243,-89.85588,1998.4,34000.0,2025-08-10,0.87572,2.1272,3718.38,8,6,1,3,17.013610888710968,1750.0388480000001,1,0,0,3699.45
TR-027364,Baton Rouge,Columbia,30.50134,-92.65374,34.6357,-83.28506,747.6,42510.0,2025-06-21,1.25592,2.64751,1978.41,6,5,1,2,56.861958266452646,938.925792,0,1,0,1626.6434615384617
TR-018347,Albany,Oklahoma City,43.96975,-71.05842,31.88294,-98.58097,1990.3,36184.0,2025-04-26,1.24597,2.20315,3930.84,4,5,1,2,18.180173843139226,2479.854091,1,0,0,3922.0325000000003
TR-003616,Mobile,Albuquerque,31.80442,-88.25195,35.39918,-109.59792,1474.3,24817.0,2025-01-23,0.98487,2.07298,3100.03,1,3,0,1,16.83307332293292,1451.993841,0,0,1,3184.1525
TR-022376,Tulsa,Atlanta,33.45894,-94.78556,34.84933,-86.2894,581.6,32001.0,2025-05-21,1.3959,1.78396,1391.97,5,2,0,2,55.02235213204952,811.8554399999999,1,0,0,1343.435625
TR-005075,Greensboro,Buffalo,35.98195,-82.78379,41.67681,-78.56704,553.5,34871.0,2025-02-02,0.89441,2.06374,1145.43,2,6,1,1,63.000903342366755,495.05593500000003,1,0,0,1209.8485714285714
TR-010298,Mobile,Amarillo,31.80442,-88.25195,33.17137,-104.36789,1077.4,28862.0,2025-03-07,1.12035,2.372,2556.94,3,4,0,1,26.788565064043066,1207.06509,0,0,1,3113.949285714286
TR-025222,Fort Wayne,Birmingham,41.31561,-85.36206,33.45794,-86.72789,657.1,23944.0,2025-06-08,1.16359,2.16068,1407.13,6,6,1,2,36.43889818901233,764.5949889999999,1,0,0,1423.96375
TR-027692,Little Rock,Grand Rapids,34.27518,-92.06214,43.438,-86.29173,852.9,42737.0,2025-06-23,1.2272,2.61052,2209.93,6,0,0,2,50.10786727635127,1046.67888,0,0,1,1892.0774999999999
TR-006892,Syracuse,Hartford,42.80915,-76.89973,39.55328,-72.18051,405.6,33929.0,2025-02-13,1.07738,2.15897,887.5,2,3,0,1,83.65138067061143,436.98532800000004,1,0,0,917.796875
TR-039842,Mobile,Amarillo,31.80442,-88.25195,33.17137,-104.36789,1109.3,18425.0,2025-09-09,0.88901,2.00911,2237.19,9,1,0,3,16.609573604976113,986.1787929999999,1,0,0,3113.949285714286
TR-031842,New York,Fresno,40.00674,-73.7984,33.07921,-119.79528,2990.8,19254.0,2025-07-20,1.14297,2.39716,5254.97,7,6,1,3,6.437742410057509,3418.3946760000003,1,0,0,5543.260833333334
TR-044353,Madison,Houston,41.70243,-89.85588,30.71157,-94.7655,972.4,26292.0,2025-10-08,1.0649,2.13941,1984.99,10,2,0,4,27.038255861785274,1035.50876,1,0,0,2041.226
TR-031320,Washington,Fort Wayne,38.87577,-77.05086,41.31561,-85.36206,558.3,27141.0,2025-07-16,1.30635,2.0556,1174.86,7,2,0,3,48.61364857603439,729.3352049999999,1,0,0,1215.399
TR-047794,Tampa,Tucson,28.35765,-86.94782,30.92733,-113.23037,1881.6,16866.0,2025-10-30,1.04783,2.28084,3558.09,10,3,0,4,8.963647959183675,1971.596928,1,0,0,3762.9641666666666
TR-015095,Baton Rouge,Cincinnati,30.50134,-92.65374,37.15706,-86.77499,668.4,28773.0,2025-04-05,1.09407,1.7005,1633.66,4,5,1,2,43.0475763016158,731.276388,0,0,1,1571.6156
TR-017043,Baton Rouge,Greensboro,30.50134,-92.65374,35.98195,-82.78379,807.6,38568.0,2025-04-18,1.37075,1.79432,1939.39,4,4,0,2,47.75631500742942,1107.0176999999999,0,1,0,1839.1184615384616
TR-024171,Fresno,Salt Lake City,33.07921,-119.79528,35.03488,-113.18895,478.9,37935.0,2025-06-01,1.22904,2.60362,1259.15,6,6,1,2,79.21277928586345,588.5872559999999,0,0,1,1234.72
TR-014901,St. Louis,Bakersfield,38.38204,-89.88819,33.28832,-116.67935,1776.8,21383.0,2025-04-04,1.15389,2.27223,3305.11,4,4,0,2,12.034556506078344,2050.231752,1,0,0,3622.13
TR-022543,Tampa,Las Vegas,28.35765,-86.94782,33.22353,-115.24994,2008.3,44437.0,2025-05-23,1.35628,2.03417,4350.89,5,4,0,2,22.126674301648162,2723.8171239999997,0,1,0,3880.6125
TR-004806,Green Bay,Montgomery,44.30296,-87.52871,31.37602,-86.10743,1049.8,38801.0,2025-01-31,0.99577,2.13971,2234.93,1,4,0,1,36.960373404458,1045.359346,0,1,0,2260.84875
TR-032177,Amarillo,San Antonio,33.17137,-104.36789,29.50969,-98.40059,522.3,36357.0,2025-07-22,1.22572,1.52792,1336.26,7,1,0,3,69.60941987363584,640.193556,0,1,0,1281.7135714285712
TR-014886,Albuquerque,Mobile,35.39918,-109.59792,31.80442,-88.25195,1480.2,26799.0,2025-04-04,1.20229,1.98449,3217.17,4,4,0,2,18.10498581272801,1779.629658,0,0,1,2994.424166666666
TR-027875,Kansas City,Tulsa,39.41104,-91.1245,33.45894,-94.78556,569.0,41302.0,2025-06-25,1.36403,2.39262,1360.27,6,2,0,2,72.58699472759227,776.1330700000001,1,0,0,1300.0900000000001
TR-017765,Madison,Baltimore,41.70243,-89.85588,38.16908,-72.74564,1074.9,24078.0,2025-04-22,1.29345,2.17564,2087.07,4,1,0,2,22.400223276583866,1390.3294050000002,1,0,0,2261.963076923077
TR-039190,Madison,Hartford,41.70243,-89.85588,39.55328,-72.18051,1092.7,42783.0,2025-09-05,0.98835,2.23477,2445.17,9,4,0,3,39.15347304841219,1079.970045,0,0,1,2163.39
TR-009325,Fresno,Phoenix,33.07921,-119.79528,28.75668,-115.87725,459.0,28525.0,2025-03-01,1.0035,2.16221,1000.53,3,5,1,1,62.145969498910674,460.60650000000004,1,0,0,1097.9846153846154
TR-022610,Lubbock,Philadelphia,29.87534,-99.85456,39.22317,-72.9671,1939.4,34221.0,2025-05-23,1.3902,1.82196,4452.9,5,4,0,2,17.64514798391255,2696.1538800000003,0,0,1,4128.463
TR-015238,Milwaukee,Las Vegas,39.6218,-88.48008,33.22353,-115.24994,1807.1,25489.0,2025-04-06,1.01762,2.16053,3541.27,4,6,1,2,14.104919484256545,1838.9411019999998,0,1,0,3674.465555555556
TR-035644,Philadelphia,Syracuse,39.22317,-72.9671,42.80915,-76.89973,409.2,29017.0,2025-08-13,1.08053,1.85919,948.0,8,2,0,3,70.91153470185728,442.152876,0,1,0,923.5091666666667
TR-039251,El Paso,Baltimore,33.31075,-110.3123,38.16908,-72.74564,2444.7,30659.0,2025-09-06,0.88329,1.85898,4485.15,9,5,1,3,12.541007076532908,2159.379063,1,0,0,4660.893076923077
TR-020055,Boston,Washington,39.27463,-69.5,38.87577,-77.05086,471.7,36893.0,2025-05-06,1.28254,1.70788,1172.8,5,1,0,2,78.2128471486114,604.974118,0,0,1,1046.78
TR-034472,Nashville,Los Angeles,35.29479,-88.08915,28.56624,-116.70249,2015.2,23005.0,2025-08-05,0.97839,2.01223,3702.59,8,1,0,3,11.415740373163954,1971.651528,1,0,0,3907.565
TR-035803,Tampa,Memphis,28.35765,-86.94782,35.56802,-89.52871,633.7,34987.0,2025-08-14,1.09914,2.03871,1448.35,8,3,0,3,55.21066750828467,696.525018,1,0,0,1452.0982352941176
TR-026671,Kansas City,Grand Rapids,39.41104,-91.1245,43.438,-86.29173,441.7,40169.0,2025-06-17,1.24186,2.39034,1044.0,6,1,0,2,90.94181571202174,548.5295619999999,1,0,0,1048.370588235294
TR-042232,El Paso,Charleston,33.31075,-110.3123,34.15334,-79.74475,1984.4,37106.0,2025-09-24,0.96197,1.947,3844.53,9,2,0,3,18.698851038097157,1908.933268,1,0,0,4547.662727272727
TR-037694,Baltimore,Los Angeles,38.16908,-72.74564,28.56624,-116.70249,2963.0,35917.0,2025-08-27,1.06232,1.88232,5390.78,8,2,0,3,12.121835977050287,3147.6541599999996,1,0,0,5683.801666666666
TR-032315,New Orleans,Fort Wayne,32.53273,-92.19519,41.31561,-85.36206,839.4,28806.0,2025-07-23,1.26848,1.72113,2040.08,7,2,0,3,34.31736954967834,1064.7621120000001,0,0,1,1840.771
TR-040570,Syracuse,Hartford,42.80915,-76.89973,39.55328,-72.18051,392.0,25538.0,2025-09-14,0.77686,2.36857,935.55,9,6,1,3,65.14795918367346,304.52912,0,0,1,917.796875
TR-007114,Baton Rouge,Savannah,30.50134,-92.65374,33.60973,-82.29994,779.5,19590.0,2025-02-14,1.00433,1.95563,1527.07,2,4,0,1,25.131494547787042,782.875235,1,0,0,1660.4914285714287
TR-046036,Bakersfield,Cincinnati,33.28832,-116.67935,37.15706,-86.77499,1999.2,42118.0,2025-10-19,0.83983,2.21572,3959.29,10,6,1,4,21.067426970788315,1678.988136,1,0,0,3851.947083333333
TR-038080,New York,El Paso,40.00674,-73.7984,33.31075,-110.3123,2445.7,30035.0,2025-08-29,0.92921,2.05934,4466.21,8,4,0,3,12.280737621130966,2272.5688969999997,1,0,0,4747.399230769231
TR-042090,Tulsa,New Orleans,33.45894,-94.78556,32.53273,-92.19519,221.7,34803.0,2025-09-23,0.90914,3.09307,681.2,9,1,0,3,156.98240866035184,201.55633799999998,0,0,1,617.7
TR-039233,Nashville,Atlanta,35.29479,-88.08915,34.84933,-86.2894,145.5,32805.0,2025-09-05,1.01452,2.78904,405.5,9,4,0,3,225.46391752577318,147.61266,1,0,0,405.4365384615385
TR-027954,Greensboro,Columbia,35.98195,-82.78379,34.6357,-83.28506,116.8,22812.0,2025-06-25,1.36892,2.78875,326.33,6,2,0,2,195.3082191780822,159.88985599999998,1,0,0,359.0142857142857
TR-031919,Baton Rouge,San Antonio,30.50134,-92.65374,29.50969,-98.40059,427.7,26995.0,2025-07-20,1.12282,1.5019,1138.71,7,6,1,3,63.116670563479076,480.23011399999996,0,0,1,1015.9266666666667
TR-004686,Atlanta,Lexington,34.84933,-86.2894,36.99152,-84.99876,210.2,21968.0,2025-01-30,1.06138,2.38415,501.12,1,3,0,1,104.50999048525215,223.10207599999998,1,0,0,555.9622222222222
TR-015230,Phoenix,Atlanta,28.75668,-115.87725,34.84933,-86.2894,2033.3,32409.0,2025-04-06,1.04392,2.31964,3774.13,4,6,1,2,15.939113755963213,2122.602536,1,0,0,4189.64
TR-008132,Amarillo,Atlanta,33.17137,-104.36789,34.84933,-86.2894,1212.3,30966.0,2025-02-21,1.04685,2.18694,2666.63,2,4,0,1,25.543182380598864,1269.096255,0,0,1,2500.4093333333335
TR-033287,El Paso,Louisville,33.31075,-110.3123,37.36588,-87.47153,1500.7,26081.0,2025-07-29,1.01057,2.08284,3120.61,7,1,0,3,17.379223029253016,1516.562399,0,0,1,3149.14
TR-000919,Phoenix,Fresno,28.75668,-115.87725,33.07921,-119.79528,450.3,33265.0,2025-01-06,0.81606,2.37299,1069.12,1,0,0,1,73.87297357317344,367.471818,0,0,1,1074.3372727272726
TR-042691,Columbia,San Antonio,34.6357,-83.28506,29.50969,-98.40059,1112.0,27996.0,2025-09-27,0.7749,2.37837,2627.09,9,5,1,3,25.176258992805757,861.6888,0,0,1,2356.613846153846
TR-044207,Chattanooga,Buffalo,35.29792,-87.18651,41.67681,-78.56704,764.8,39696.0,2025-10-07,0.96352,1.69526,1843.82,10,1,0,4,51.903765690376574,736.900096,0,0,1,1743.2657142857145
TR-019432,Tucson,Corpus Christi,30.92733,-113.23037,28.61374,-95.89569,1247.1,18651.0,2025-05-02,1.27394,1.96605,2677.14,5,4,0,2,14.955496752465722,1588.730574,0,1,0,2583.8966666666665
TR-036183,Reno,Fort Wayne,39.54838,-118.64843,41.31561,-85.36206,2031.5,35788.0,2025-08-17,0.86264,2.20663,3821.36,8,6,1,3,17.61653950283042,1752.45316,0,1,0,3747.69875
TR-022613,Shreveport,Toledo,32.54628,-92.31888,41.97663,-84.45902,919.7,35816.0,2025-05-23,1.32,1.96587,1990.64,5,4,0,2,38.94313363053169,1214.0040000000001,1,0,0,1958.5095000000001
TR-004231,Philadelphia,Buffalo,39.22317,-72.9671,41.67681,-78.56704,422.2,42363.0,2025-01-27,0.85906,2.17827,904.95,1,0,0,1,100.33870203694931,362.695132,1,0,0,907.8888888888889
TR-039295,Columbia,Shreveport,34.6357,-83.28506,32.54628,-92.31888,647.8,38935.0,2025-09-06,0.88312,2.5649,1656.07,9,5,1,3,60.10342698363693,572.0851359999999,0,0,1,2026.5220000000002
TR-039784,Baltimore,Hartford,38.16908,-72.74564,39.55328,-72.18051,136.9,44707.0,2025-09-09,0.92007,2.64921,357.82,9,1,0,3,326.56683710737764,125.95758300000001,1,0,0,358.9269230769231
TR-043788,Salt Lake City,Lexington,35.03488,-113.18895,36.99152,-84.99876,1822.1,33969.0,2025-10-04,0.96038,2.04913,3781.63,10,5,1,4,18.642774820262336,1749.908398,0,1,0,3606.568888888889
TR-020920,Providence,Grand Rapids,37.37287,-69.5,43.438,-86.29173,1171.4,15878.0,2025-05-12,1.19882,2.0137,2496.57,5,0,0,2,13.554720846849921,1404.2977480000002,0,0,1,2461.0209999999997
TR-041858,Tampa,Memphis,28.35765,-86.94782,35.56802,-89.52871,622.0,29797.0,2025-09-22,0.79399,2.20709,1349.6,9,0,0,3,47.90514469453376,493.86178,1,0,0,1452.0982352941176
TR-008118,Amarillo,Memphis,33.17137,-104.36789,35.56802,-89.52871,1005.7,27979.0,2025-02-21,1.06301,2.0903,2100.2,2,4,0,1,27.820423585562292,1069.0691570000001,1,0,0,2228.8107142857143
TR-028265,Chattanooga,Fort Wayne,35.29792,-87.18651,41.31561,-85.36206,524.8,25225.0,2025-06-27,1.32957,2.62003,1376.88,6,4,0,2,48.065929878048784,697.7583359999999,0,0,1,1095.4016666666666
TR-003372,Columbia,Little Rock,34.6357,-83.28506,34.27518,-92.06214,581.2,40250.0,2025-01-22,0.98411,2.51064,1437.94,1,2,0,1,69.25326909841706,571.964732,0,0,1,1340.0833333333333
TR-044021,Columbia,Amarillo,34.6357,-83.28506,33.17137,-104.36789,1429.1,15000.0,2025-10-06,0.87601,2.10613,2929.0,10,0,0,4,10.49611643691834,1251.9058909999999,0,1,0,3017.36375
TR-025252,Nashville,Greensboro,35.29479,-88.08915,35.98195,-82.78379,363.8,33171.0,2025-06-08,1.18249,2.78043,1011.35,6,6,1,2,91.17921935129192,430.189862,0,0,1,904.2461111111111
TR-041520,Kansas City,Tucson,39.41104,-91.1245,30.92733,-113.23037,1621.4,38331.0,2025-09-20,0.85026,1.95816,3161.48,9,5,1,3,23.640680893055382,1378.611564,1,0,0,3285.2648
TR-032188,Kansas City,Shreveport,39.41104,-91.1245,32.54628,-92.31888,597.5,23436.0,2025-07-22,1.1891,1.67111,1498.09,7,1,0,3,39.223430962343095,710.48725,0,0,1,1354.0764000000001
TR-003798,Dayton,Austin,39.87206,-85.62931,29.39553,-99.6978,1293.9,27853.0,2025-01-24,1.03541,1.94134,2513.37,1,4,0,1,21.52639307519901,1339.716999,1,0,0,2697.7599999999998
TR-027612,San Antonio,Dayton,29.50969,-98.40059,39.87206,-85.62931,1231.1,40381.0,2025-06-23,1.20569,2.34976,2927.21,6,0,0,2,32.800747299163355,1484.3249589999998,0,1,0,2549.1706666666664
TR-032941,Columbia,Lexington,34.6357,-83.28506,36.99152,-84.99876,262.1,45474.0,2025-07-27,0.94671,1.51631,706.09,7,6,1,3,173.4986646318199,248.13269100000002,0,1,0,599.9385
TR-023305,El Paso,Tulsa,33.31075,-110.3123,33.45894,-94.78556,1071.1,25243.0,2025-05-27,1.25851,1.80396,7683.65,5,1,0,2,23.56736065726823,1347.990061,0,0,1,2942.52
TR-000250,New York,Nashville,40.00674,-73.7984,35.29479,-88.08915,998.9,37308.0,2025-01-02,0.97123,2.19638,2159.23,1,3,0,1,37.349083992391634,970.161647,0,1,0,2586.605555555556
TR-011359,Mobile,Fresno,31.80442,-88.25195,33.07921,-119.79528,2174.0,35469.0,2025-03-14,1.15821,1.90392,4169.4,3,4,0,1,16.31508739650414,2517.94854,1,0,0,4192.459230769231
TR-005504,Montgomery,Cincinnati,31.37602,-86.10743,37.15706,-86.77499,487.1,33928.0,2025-02-04,0.97053,2.1652,1055.52,2,1,0,1,69.65304865530692,472.74516300000005,1,0,0,1103.8076470588235
TR-010151,Nashville,San Francisco,35.29479,-88.08915,35.1967,-121.69849,2245.2,24414.0,2025-03-06,1.17703,2.1018,4743.32,3,3,0,1,10.873864243719936,2642.667756,0,0,1,4366.134285714285
TR-035212,Greensboro,Raleigh,35.98195,-82.78379,35.37376,-77.47605,356.0,26197.0,2025-08-10,0.92439,2.20868,789.87,8,6,1,3,73.58707865168539,329.08284000000003,1,0,0,892.9060000000001
TR-021165,Albany,Syracuse,43.96975,-71.05842,42.80915,-76.89973,372.2,32153.0,2025-05-14,1.32384,1.63896,937.61,5,2,0,2,86.3863514239656,492.73324799999995,0,0,1,844.1550000000001
TR-037601,Tampa,New York,28.35765,-86.94782,40.00674,-73.7984,1292.5,34526.0,2025-08-26,0.94194,2.23184,2448.42,8,1,0,3,26.71257253384913,1217.45745,1,0,0,2528.4016666666666
TR-024603,Kansas City,Hartford,39.41104,-91.1245,39.55328,-72.18051,1194.1,41047.0,2025-06-04,1.31005,2.0103,2398.58,6,2,0,2,34.37484297797505,1564.3307049999999,1,0,0,2389.662
TR-025574,Cincinnati,Syracuse,37.15706,-86.77499,42.80915,-76.89973,755.6,40374.0,2025-06-10,1.25121,2.10692,1595.71,6,1,0,2,53.43303335097935,945.414276,1,0,0,1558.1325
TR-009219,Dayton,Philadelphia,39.87206,-85.62931,39.22317,-72.9671,786.8,26043.0,2025-02-28,1.11364,2.00615,1570.83,2,4,0,1,33.09989832231825,876.2119519999999,1,0,0,1714.2407142857141
TR-024257,Indianapolis,Chattanooga,38.52567,-88.85948,35.29792,-87.18651,315.8,27503.0,2025-06-02,1.23955,2.38593,760.93,6,0,0,2,87.08993033565548,391.44989,1,0,0,764.6899999999999
TR-037972,Tucson,Albany,30.92733,-113.23037,43.96975,-71.05842,2885.0,38021.0,2025-08-28,1.06877,2.05748,5672.62,8,3,0,3,13.178856152512997,3083.40145,0,1,0,5413.88
TR-001745,Milwaukee,Mobile,39.6218,-88.48008,31.80442,-88.25195,639.9,40995.0,2025-01-11,0.9033,2.16517,1366.15,1,5,1,1,64.06469760900141,578.02167,1,0,0,1483.278947368421
TR-031898,Raleigh,Fresno,35.37376,-77.47605,33.07921,-119.79528,2808.4,28759.0,2025-07-20,1.11535,2.06236,5847.05,7,6,1,3,10.24035037743911,3132.3489400000003,0,0,1,5408.2283333333335
TR-007542,Cincinnati,Milwaukee,37.15706,-86.77499,39.6218,-88.48008,247.6,31410.0,2025-02-17,0.92292,2.35882,587.62,2,0,0,1,126.8578352180937,228.51499199999998,1,0,0,642.3376470588236
TR-024480,Mobile,Bakersfield,31.80442,-88.25195,33.28832,-116.67935,1946.2,34991.0,2025-06-03,1.28961,2.04114,3971.27,6,1,0,2,17.979138834652144,2509.8389819999998,1,0,0,4339.374210526315
TR-028329,Las Vegas,Tucson,33.22353,-115.24994,30.92733,-113.23037,254.7,23633.0,2025-06-27,1.32663,2.51294,645.16,6,4,0,2,92.78759324695721,337.892661,1,0,0,651.67
TR-009321,Albuquerque,Shreveport,35.39918,-109.59792,32.54628,-92.31888,1173.0,37765.0,2025-03-01,0.98031,2.07155,2446.79,3,5,1,1,32.19522591645354,1149.90363,1,0,0,2574.4275
TR-044124,Phoenix,Mobile,28.75668,-115.87725,31.80442,-88.25195,1927.0,47500.0,2025-10-07,0.94599,2.13127,3882.76,10,1,0,4,24.649714582252205,1822.92273,1,0,0,3863.9755555555553
TR-034066,San Francisco,Las Vegas,35.1967,-121.69849,33.22353,-115.24994,471.3,36236.0,2025-08-03,0.88514,2.03872,1177.76,8,6,1,3,76.88521111818375,417.16648200000003,0,0,1,1151.0566666666666
TR-009018,Albany,San Francisco,43.96975,-71.05842,35.1967,-121.69849,3256.7,29026.0,2025-02-27,1.15484,1.69458,5505.61,2,3,0,1,8.912703042957595,3760.967428,1,0,0,5861.4025
TR-010170,San Antonio,Fresno,29.50969,-98.40059,33.07921,-119.79528,1493.6,34542.0,2025-03-06,1.14049,2.18584,3307.48,3,3,0,1,23.12667380824853,1703.4358639999998,0,1,0,3165.5518181818184
TR-027724,Shreveport,Fort Wayne,32.54628,-92.31888,41.31561,-85.36206,865.5,27093.0,2025-06-24,1.22367,2.44566,2136.14,6,1,0,2,31.303292894280762,1059.086385,0,0,1,1908.5287500000002
TR-011283,Fresno,Albuquerque,33.07921,-119.79528,35.39918,-109.59792,722.9,27004.0,2025-03-13,1.16068,2.36001,1703.71,3,3,0,1,37.35509752386222,839.0555719999999,0,0,1,1603.485
TR-020975,Syracuse,Columbia,42.80915,-76.89973,34.6357,-83.28506,775.3,27304.0,2025-05-12,1.18163,1.89757,1743.33,5,0,0,2,35.217335225074166,916.1177389999999,0,0,1,1631.7021739130435
TR-034537,Hartford,Syracuse,39.55328,-72.18051,42.80915,-76.89973,405.7,18361.0,2025-08-05,1.00293,1.97993,924.09,8,1,0,3,45.25757949223564,406.888701,0,0,1,1109.3116666666667
TR-043520,Jacksonville,San Francisco,31.98691,-84.48897,35.1967,-121.69849,2505.2,27928.0,2025-10-03,1.00551,2.28078,4652.93,10,4,0,4,11.1480121347597,2519.0036519999994,1,0,0,4987.448333333333
TR-029697,Cincinnati,Detroit,37.15706,-86.77499,43.61923,-84.04517,562.3,21759.0,2025-07-06,1.17023,1.84061,1292.92,7,6,1,3,38.69642539569625,658.0203290000001,0,1,0,1319.73625
TR-024771,Lexington,El Paso,36.99152,-84.99876,33.31075,-110.3123,1724.1,39383.0,2025-06-05,1.35934,2.36332,4089.33,6,3,0,2,22.84264253813584,2343.638094,0,0,1,3390.249333333333
